premise	hypothesis	label
The boy told you, we're not open.	The boy told you, we're not closed.	1
The boy told you, we're not open.	The boy told you, we're closed.	0
The boy told you, we're not open.	The boy told you, we're not unreceptive.	1
The boy told you, we're not open.	The boy told you, we're unreceptive.	0
That's not polite.	That's not impolite.	1
That's not polite.	That's polite.	1
That's not polite.	That's impolite.	0
That's not polite.	That's not uncivil.	1
That's not polite.	That's uncivil.	0
That's not accurate.	That's not inaccurate.	1
That's not accurate.	That's accurate.	1
That's not accurate.	That's inaccurate.	0
He's not that bad.	He's not that good.	1
He's not that bad.	He's that bad.	1
He's not that bad.	He's that good.	0
No, honey, you're not dead.	No, honey, you're not alive.	1
No, honey, you're not dead.	No, honey, you're dead.	1
No, honey, you're not dead.	No, honey, you're alive.	0
Oh, that is not good.	Oh, that is not bad.	1
Oh, that is not good.	Oh, that is good.	1
Oh, that is not good.	Oh, that is bad.	0
Oh, that is not good.	Oh, that is not evil.	1
Oh, that is not good.	Oh, that is evil.	0
That's not a good sign.	That's not a bad sign.	1
That's not a good sign.	That's a good sign.	1
That's not a good sign.	That's a bad sign.	0
That's not a good sign.	That's not an evil sign.	1
That's not a good sign.	That's an evil sign.	0
Yeah, it's not the same thing.	Yeah, it's not the other thing.	1
Yeah, it's not the same thing.	Yeah, it's the same thing.	1
Yeah, it's not the same thing.	Yeah, it's the other thing.	0
Yeah, it's not the same thing.	Yeah, it's not a different thing.	1
Yeah, it's not the same thing.	Yeah, it's a different thing.	0
Yeah, it's not the same thing.	Yeah, it's not an unlike thing.	1
Yeah, it's not the same thing.	Yeah, it's an unlike thing.	0
Door is not open.	Door is not shut.	1
Door is not open.	Door is open.	1
Door is not open.	Door is shut.	0
Door is not open.	Door is not closed.	1
Door is not open.	Door is closed.	0
Door is not open.	Door is not covert.	1
Door is not open.	Door is covert.	0
She's not dead.	She's not alive.	1
She's not dead.	She's dead.	1
She's not dead.	She's alive.	0
She's not ill, is she?	She's not well, is she?	1
She's not ill, is she?	She's ill, isn't she?	1
She's not ill, is she?	She's well, isn't she?	0
It's not new.	It's not old.	1
It's not new.	It's new.	1
It's not new.	It's old.	0
It's not new.	It's not worn.	1
It's not new.	It's worn.	0
How can you say it's not that bad?	How can you say it's not that good?	1
How can you say it's not that bad?	How can you say it's that bad?	1
How can you say it's not that bad?	How can you say it's that good?	0
She's not bad.	She's not good.	1
She's not bad.	She's bad.	1
She's not bad.	She's good.	0
It does not look good.	It does not look bad.	1
It does not look good.	It does look good.	1
It does not look good.	It does look bad.	0
It does not look good.	It does not look evil.	1
It does not look good.	It does look evil.	0
I know it's not real.	I know it's not unreal.	1
I know it's not real.	I know it's real.	1
I know it's not real.	I know it's unreal.	0
I know it's not real.	I know it's not nominal.	1
I know it's not real.	I know it's nominal.	0
I know it's not real.	I know it's not insubstantial.	1
I know it's not real.	I know it's insubstantial.	0
That is not healthy.	That is not unhealthy.	1
That is not healthy.	That is healthy.	1
That is not healthy.	That is unhealthy.	0
It's not logical.	It's not illogical.	1
It's not logical.	It's logical.	1
It's not logical.	It's illogical.	0
It's not logical.	It's not incoherent.	1
It's not logical.	It's incoherent.	0
This is not good.	This is not bad.	1
This is not good.	This is good.	1
This is not good.	This is bad.	0
This is not good.	This is not evil.	1
This is not good.	This is evil.	0
Hey, that's not fair.	Hey, that's not unfair.	1
Hey, that's not fair.	Hey, that's fair.	1
Hey, that's not fair.	Hey, that's unfair.	0
Hey, that's not fair.	Hey, that's not foul.	1
Hey, that's not fair.	Hey, that's foul.	0
Oh, my God, he's not breathing.	Oh, my God, he's not breathless.	1
Oh, my God, he's not breathing.	Oh, my God, he's breathing.	1
Oh, my God, he's not breathing.	Oh, my God, he's breathless.	0
It is not the same.	It is not the other.	1
It is not the same.	It is the same.	1
It is not the same.	It is the other.	0
It is not the same.	It is not different.	1
It is not the same.	It is different.	0
It is not the same.	It is not unlike.	1
It is not the same.	It is unlike.	0
My client is not competent to give consent.	My client is not incompetent to give consent.	1
My client is not competent to give consent.	My client is competent to give consent.	1
My client is not competent to give consent.	My client is incompetent to give consent.	0
It is not wise.	It is not foolish.	1
It is not wise.	It is wise.	1
It is not wise.	It is foolish.	0
She's not in a good way.	She's not in a bad way.	1
She's not in a good way.	She's in a good way.	1
She's not in a good way.	She's in a bad way.	0
She's not in a good way.	She's not in an evil way.	1
She's not in a good way.	She's in an evil way.	0
This is not the same.	This is not the other.	1
This is not the same.	This is the same.	1
This is not the same.	This is the other.	0
This is not the same.	This is not different.	1
This is not the same.	This is different.	0
It's not personal, guys.	It's not impersonal, guys.	1
It's not personal, guys.	It's personal, guys.	1
It's not personal, guys.	It's impersonal, guys.	0
You have to understand, it's not easy for us.	You have to understand, it's not difficult for us.	1
You have to understand, it's not easy for us.	You have to understand, it's easy for us.	1
You have to understand, it's not easy for us.	You have to understand, it's difficult for us.	0
You have to understand, it's not easy for us.	You have to understand, it's not uneasy for us.	1
You have to understand, it's not easy for us.	You have to understand, it's uneasy for us.	0
The guy's not bad.	The guy's not good.	1
The guy's not bad.	The guy's bad.	1
The guy's not bad.	The guy's good.	0
It...it's not possible.	It...it's not impossible.	1
It...it's not possible.	It...it's possible.	1
It...it's not possible.	It...it's impossible.	0
It...it's not possible.	It...it's not actual.	1
It...it's not possible.	It...it's actual.	0
This is not normal.	This is not abnormal.	1
This is not normal.	This is normal.	1
This is not normal.	This is abnormal.	0
This is not normal.	This is not paranormal.	1
This is not normal.	This is paranormal.	0
You're not dead.	You're not alive.	1
You're not dead.	You're dead.	1
You're not dead.	You're alive.	0
This does not look good.	This does not look bad.	1
This does not look good.	This does look good.	1
This does not look good.	This does look bad.	0
This does not look good.	This does not look evil.	1
This does not look good.	This does look evil.	0
I'm not sure where to start.	I'm not uncertain where to start.	1
I'm not sure where to start.	I'm sure where to start.	1
I'm not sure where to start.	I'm uncertain where to start.	0
I'm not sure where to start.	I'm not unsure where to start.	1
I'm not sure where to start.	I'm unsure where to start.	0
It's not unlikely.	It's not probable.	1
It's not unlikely.	It's unlikely.	1
It's not unlikely.	It's probable.	0
It's not unlikely.	It's not likely.	1
It's not unlikely.	It's likely.	0
You're not angry?	You're not unangry?	1
You're not angry?	You're angry?	1
You're not angry?	You're unangry?	0
He's not the same.	He's not the other.	1
He's not the same.	He's the same.	1
He's not the same.	He's the other.	0
He's not the same.	He's not different.	1
He's not the same.	He's different.	0
He's not the same.	He's not unlike.	1
He's not the same.	He's unlike.	0
That's not cool, man.	That's not uncool, man.	1
That's not cool, man.	That's cool, man.	1
That's not cool, man.	That's uncool, man.	0
I am not ready.	I am not unready.	1
I am not ready.	I am ready.	1
I am not ready.	I am unready.	0
I could not be a good son.	I could not be a bad son.	1
I could not be a good son.	I could be a good son.	1
I could not be a good son.	I could be a bad son.	0
I could not be a good son.	I could not be an evil son.	1
I could not be a good son.	I could be an evil son.	0
He is not wrong in this.	He is not correct in this.	1
He is not wrong in this.	He is wrong in this.	1
He is not wrong in this.	He is correct in this.	0
He is not wrong in this.	He is not right in this.	1
He is not wrong in this.	He is right in this.	0
So it's not unexpected.	So it's not expected.	1
So it's not unexpected.	So it's unexpected.	1
So it's not unexpected.	So it's expected.	0
It's not looking good.	It's not looking bad.	1
It's not looking good.	It's looking good.	1
It's not looking good.	It's looking bad.	0
It's not hard.	It's not easy.	1
It's not hard.	It's hard.	1
It's not hard.	It's easy.	0
It's not hard.	It's not soft.	1
It's not hard.	It's soft.	0
It's not hard.	It's not voiced.	1
It's not hard.	It's voiced.	0
Yes, it's not bad.	Yes, it's not good.	1
Yes, it's not bad.	Yes, it's bad.	1
Yes, it's not bad.	Yes, it's good.	0
That's not going to be easy.	That's not going to be difficult.	1
That's not going to be easy.	That's going to be easy.	1
That's not going to be easy.	That's going to be difficult.	0
That's not going to be easy.	That's not going to be uneasy.	1
That's not going to be easy.	That's going to be uneasy.	0
This is not personal.	This is not impersonal.	1
This is not personal.	This is personal.	1
This is not personal.	This is impersonal.	0
I'm not sure about that.	I'm not uncertain about that.	1
I'm not sure about that.	I'm sure about that.	1
I'm not sure about that.	I'm uncertain about that.	0
I'm not sure about that.	I'm not unsure about that.	1
I'm not sure about that.	I'm unsure about that.	0
That is not important.	That is not unimportant.	1
That is not important.	That is important.	1
That is not important.	That is unimportant.	0
That is not important.	That is not insignificant.	1
That is not important.	That is insignificant.	0
That is not important.	That is not noncrucial.	1
That is not important.	That is noncrucial.	0
I'm not ready to.	I'm not unready to.	1
I'm not ready to.	I'm ready to.	1
I'm not ready to.	I'm unready to.	0
It's not personal...he likes you.	It's not impersonal...he likes you.	1
It's not personal...he likes you.	It's personal...he likes you.	1
It's not personal...he likes you.	It's impersonal...he likes you.	0
That may not be possible.	That may not be impossible.	1
That may not be possible.	That may be possible.	1
That may not be possible.	That may be impossible.	0
That may not be possible.	That may not be actual.	1
That may not be possible.	That may be actual.	0
No, it's not the same thing.	No, it's not the other thing.	1
No, it's not the same thing.	No, it's the same thing.	1
No, it's not the same thing.	No, it's the other thing.	0
No, it's not the same thing.	No, it's not a different thing.	1
No, it's not the same thing.	No, it's a different thing.	0
No, it's not the same thing.	No, it's not an unlike thing.	1
No, it's not the same thing.	No, it's an unlike thing.	0
He's not bad.	He's not good.	1
He's not bad.	He's bad.	1
He's not bad.	He's good.	0
It is not legal	It is not illegal	1
It is not legal	It is legal	1
It is not legal	It is illegal	0
That's not a good thing.	That's not a bad thing.	1
That's not a good thing.	That's a good thing.	1
That's not a good thing.	That's a bad thing.	0
That's not a good thing.	That's not an evil thing.	1
That's not a good thing.	That's an evil thing.	0
That was not good.	That was not bad.	1
That was not good.	That was good.	1
That was not good.	That was bad.	0
That was not good.	That was not evil.	1
That was not good.	That was evil.	0
I am not happy.	I am not unhappy.	1
I am not happy.	I am happy.	1
I am not happy.	I am unhappy.	0
That's not likely.	That's not unlikely.	1
That's not likely.	That's likely.	1
That's not likely.	That's unlikely.	0
That's not likely.	That's not improbable.	1
That's not likely.	That's improbable.	0
But it's not possible.	But it's not impossible.	1
But it's not possible.	But it's possible.	1
But it's not possible.	But it's impossible.	0
But it's not possible.	But it's not actual.	1
But it's not possible.	But it's actual.	0
No, that's not true.	No, that's not false.	1
No, that's not true.	No, that's true.	1
No, that's not true.	No, that's false.	0
No, that's not true.	No, that's not untruthful.	1
No, that's not true.	No, that's untruthful.	0
That's not true at all.	That's not false at all.	1
That's not true at all.	That's totally true.	1
That's not true at all.	That's totally false.	0
That's not true at all.	That's not untruthful at all.	1
